price,hour,day,month
25483.0,3,25,12
25045.0,4,25,12
25030.0,5,25,12
25572.0,6,25,12
26307.0,7,25,12
27516.0,8,25,12
28965.0,9,25,12
30487.0,10,25,12
31537.0,11,25,12
31871.0,12,25,12
31652.0,13,25,12
30963.0,14,25,12
30393.0,15,25,12
30230.0,16,25,12
31038.0,17,25,12
32721.0,18,25,12
32828.0,19,25,12
32670.0,20,25,12
32526.0,21,25,12
31932.0,22,25,12
30698.0,23,25,12
28570.0,0,26,12
27213.0,1,24,12
25643.0,2,24,12
24907.0,3,24,12
24721.0,4,24,12
25144.0,5,24,12
26588.0,6,24,12
29005.0,7,24,12
30902.0,8,24,12
32159.0,9,24,12
32972.0,10,24,12
33144.0,11,24,12
32808.0,12,24,12
31940.0,13,24,12
31439.0,14,24,12
31198.0,15,24,12
31334.0,16,24,12
33070.0,17,24,12
35286.0,18,24,12
34519.0,19,24,12
33392.0,20,24,12
32702.0,21,24,12
32098.0,22,24,12
31120.0,23,24,12
29518.0,0,25,12
25460.0,1,23,12
24363.0,2,23,12
23985.0,3,23,12
24040.0,4,23,12
24610.0,5,23,12
26468.0,6,23,12
29544.0,7,23,12
32165.0,8,23,12
33353.0,9,23,12
33700.0,10,23,12
33610.0,11,23,12
33144.0,12,23,12
32450.0,13,23,12
31950.0,14,23,12
31362.0,15,23,12
31159.0,16,23,12
32391.0,17,23,12
36035.0,18,23,12
36649.0,19,23,12
36254.0,20,23,12
35645.0,21,23,12
34458.0,22,23,12
32442.0,23,23,12
29838.0,0,24,12
27142.0,1,22,12
25696.0,2,22,12
24907.0,3,22,12
24520.0,4,22,12
24458.0,5,22,12
24883.0,6,22,12
25909.0,7,22,12
27021.0,8,22,12
28439.0,9,22,12
29397.0,10,22,12
29332.0,11,22,12
28845.0,12,22,12
28314.0,13,22,12
27904.0,14,22,12
27812.0,15,22,12
28081.0,16,22,12
29920.0,17,22,12
32845.0,18,22,12
33169.0,19,22,12
33037.0,20,22,12
32690.0,21,22,12
31745.0,22,22,12
30014.0,23,22,12
27632.0,0,23,12
26969.0,1,21,12
25752.0,2,21,12
25183.0,3,21,12
24949.0,4,21,12
25100.0,5,21,12
25844.0,6,21,12
27304.0,7,21,12
28764.0,8,21,12
30317.0,9,21,12
31370.0,10,21,12
31822.0,11,21,12
31374.0,12,21,12
30798.0,13,21,12
30224.0,14,21,12
29639.0,15,21,12
29439.0,16,21,12
30696.0,17,21,12
33928.0,18,21,12
34353.0,19,21,12
33991.0,20,21,12
33534.0,21,21,12
32674.0,22,21,12
31341.0,23,21,12
29214.0,0,22,12
26437.0,1,20,12
24978.0,2,20,12
24353.0,3,20,12
24029.0,4,20,12
24363.0,5,20,12
26233.0,6,20,12
30013.0,7,20,12
32947.0,8,20,12
33302.0,9,20,12
33448.0,10,20,12
33687.0,11,20,12
33464.0,12,20,12
33006.0,13,20,12
32549.0,14,20,12
32071.0,15,20,12
31958.0,16,20,12
33097.0,17,20,12
35953.0,18,20,12
36073.0,19,20,12
35443.0,20,20,12
34710.0,21,20,12
33555.0,22,20,12
31806.0,23,20,12
29369.0,0,21,12
29752.0,1,19,12
28489.0,2,19,12
27886.0,3,19,12
27712.0,4,19,12
28217.0,5,19,12
30233.0,6,19,12
34349.0,7,19,12
36558.0,8,19,12
36367.0,9,19,12
36089.0,10,19,12
35857.0,11,19,12
35423.0,12,19,12
34704.0,13,19,12
34334.0,14,19,12
33915.0,15,19,12
33851.0,16,19,12
35392.0,17,19,12
38084.0,18,19,12
38035.0,19,19,12
37331.0,20,19,12
36537.0,21,19,12
34945.0,22,19,12
32293.0,23,19,12
29011.0,0,20,12
31149.0,1,18,12
30119.0,2,18,12
29870.0,3,18,12
30024.0,4,18,12
30733.0,5,18,12
33080.0,6,18,12
37307.0,7,18,12
39639.0,8,18,12
39219.0,9,18,12
38385.0,10,18,12
37515.0,11,18,12
36680.0,12,18,12
35867.0,13,18,12
35318.0,14,18,12
34817.0,15,18,12
34906.0,16,18,12
36661.0,17,18,12
40350.0,18,18,12
40810.0,19,18,12
40317.0,20,18,12
39738.0,21,18,12
38234.0,22,18,12
35430.0,23,18,12
32323.0,0,19,12
29971.0,1,17,12
29046.0,2,17,12
28653.0,3,17,12
28774.0,4,17,12
29453.0,5,17,12
31781.0,6,17,12
36196.0,7,17,12
38634.0,8,17,12
38448.0,9,17,12
37814.0,10,17,12
37166.0,11,17,12
36401.0,12,17,12
35676.0,13,17,12
35103.0,14,17,12
34659.0,15,17,12
34654.0,16,17,12
36609.0,17,17,12
40648.0,18,17,12
41086.0,19,17,12
40846.0,20,17,12
40306.0,21,17,12
39097.0,22,17,12
36518.0,23,17,12
33356.0,0,18,12
25834.0,1,16,12
24816.0,2,16,12
24413.0,3,16,12
24440.0,4,16,12
25060.0,5,16,12
27109.0,6,16,12
31289.0,7,16,12
34142.0,8,16,12
34537.0,9,16,12
34628.0,10,16,12
34693.0,11,16,12
34713.0,12,16,12
34505.0,13,16,12
34451.0,14,16,12
34300.0,15,16,12
34463.0,16,16,12
36033.0,17,16,12
39963.0,18,16,12
40425.0,19,16,12
40048.0,20,16,12
39577.0,21,16,12
38257.0,22,16,12
35471.0,23,16,12
32214.0,0,17,12
27066.0,1,15,12
25635.0,2,15,12
24813.0,3,15,12
24502.0,4,15,12
24514.0,5,15,12
24976.0,6,15,12
25966.0,7,15,12
27147.0,8,15,12
28451.0,9,15,12
29305.0,10,15,12
29482.0,11,15,12
29249.0,12,15,12
28811.0,13,15,12
28500.0,14,15,12
28295.0,15,15,12
28625.0,16,15,12
30728.0,17,15,12
34166.0,18,15,12
34627.0,19,15,12
34453.0,20,15,12
34076.0,21,15,12
32894.0,22,15,12
30585.0,23,15,12
27955.0,0,16,12
27522.0,1,14,12
25917.0,2,14,12
25145.0,3,14,12
24696.0,4,14,12
24734.0,5,14,12
25393.0,6,14,12
26738.0,7,14,12
28501.0,8,14,12
30540.0,9,14,12
32188.0,10,14,12
32860.0,11,14,12
32759.0,12,14,12
32268.0,13,14,12
31831.0,14,14,12
31441.0,15,14,12
31470.0,16,14,12
32728.0,17,14,12
35030.0,18,14,12
35012.0,19,14,12
34444.0,20,14,12
33750.0,21,14,12
32792.0,22,14,12
31312.0,23,14,12
29196.0,0,15,12
28319.0,1,13,12
27265.0,2,13,12
26902.0,3,13,12
26929.0,4,13,12
27536.0,5,13,12
29595.0,6,13,12
33615.0,7,13,12
36184.0,8,13,12
36440.0,9,13,12
36394.0,10,13,12
36189.0,11,13,12
35865.0,12,13,12
35519.0,13,13,12
35493.0,14,13,12
35558.0,15,13,12
35888.0,16,13,12
37385.0,17,13,12
39036.0,18,13,12
38716.0,19,13,12
37572.0,20,13,12
36525.0,21,13,12
35039.0,22,13,12
32704.0,23,13,12
30096.0,0,14,12
29024.0,1,12,12
27905.0,2,12,12
27428.0,3,12,12
27304.0,4,12,12
27847.0,5,12,12
29779.0,6,12,12
33504.0,7,12,12
36069.0,8,12,12
36319.0,9,12,12
36086.0,10,12,12
35448.0,11,12,12
34763.0,12,12,12
34327.0,13,12,12
34214.0,14,12,12
33970.0,15,12,12
34090.0,16,12,12
35566.0,17,12,12
38544.0,18,12,12
38702.0,19,12,12
38219.0,20,12,12
37480.0,21,12,12
36125.0,22,12,12
33640.0,23,12,12
30638.0,0,13,12
30625.0,1,11,12
29402.0,2,11,12
28869.0,3,11,12
28760.0,4,11,12
29222.0,5,11,12
31059.0,6,11,12
34424.0,7,11,12
37021.0,8,11,12
37944.0,9,11,12
38562.0,10,11,12
38929.0,11,11,12
39100.0,12,11,12
38931.0,13,11,12
38820.0,14,11,12
38481.0,15,11,12
38457.0,16,11,12
39585.0,17,11,12
41553.0,18,11,12
41305.0,19,11,12
40251.0,20,11,12
39082.0,21,11,12
37097.0,22,11,12
34231.0,23,11,12
31162.0,0,12,12
32282.0,1,10,12
31347.0,2,10,12
31004.0,3,10,12
30901.0,4,10,12
31538.0,5,10,12
33600.0,6,10,12
37667.0,7,10,12
39883.0,8,10,12
39676.0,9,10,12
39161.0,10,10,12
38665.0,11,10,12
37989.0,12,10,12
37331.0,13,10,12
36868.0,14,10,12
36390.0,15,10,12
36448.0,16,10,12
37800.0,17,10,12
41225.0,18,10,12
41496.0,19,10,12
41029.0,20,10,12
40337.0,21,10,12
38818.0,22,10,12
36036.0,23,10,12
32856.0,0,11,12
28448.0,1,9,12
27836.0,2,9,12
27745.0,3,9,12
28093.0,4,9,12
29048.0,5,9,12
31451.0,6,9,12
36031.0,7,9,12
38566.0,8,9,12
38516.0,9,9,12
37986.0,10,9,12
37553.0,11,9,12
36884.0,12,9,12
36234.0,13,9,12
35867.0,14,9,12
35652.0,15,9,12
35971.0,16,9,12
38101.0,17,9,12
41724.0,18,9,12
42386.0,19,9,12
42165.0,20,9,12
41535.0,21,9,12
40280.0,22,9,12
36902.0,23,9,12
34221.0,0,10,12
29193.0,1,8,12
28124.0,2,8,12
27500.0,3,8,12
27266.0,4,8,12
27428.0,5,8,12
28048.0,6,8,12
29167.0,7,8,12
30160.0,8,8,12
31274.0,9,8,12
31605.0,10,8,12
31329.0,11,8,12
30831.0,12,8,12
30370.0,13,8,12
30066.0,14,8,12
29982.0,15,8,12
30446.0,16,8,12
32397.0,17,8,12
35539.0,18,8,12
35962.0,19,8,12
35790.0,20,8,12
35486.0,21,8,12
34151.0,22,8,12
32081.0,23,8,12
30073.0,0,9,12
31190.0,1,7,12
30292.0,2,7,12
30006.0,3,7,12
30013.0,4,7,12
30412.0,5,7,12
31360.0,6,7,12
32942.0,7,7,12
34222.0,8,7,12
35412.0,9,7,12
35336.0,10,7,12
34454.0,11,7,12
33446.0,12,7,12
32375.0,13,7,12
31391.0,14,7,12
30768.0,15,7,12
30868.0,16,7,12
32608.0,17,7,12
36079.0,18,7,12
36382.0,19,7,12
35903.0,20,7,12
35271.0,21,7,12
34427.0,22,7,12
32937.0,23,7,12
30919.0,0,8,12
29608.0,1,6,12
28777.0,2,6,12
28406.0,3,6,12
28399.0,4,6,12
28966.0,5,6,12
30966.0,6,6,12
34198.0,7,6,12
36453.0,8,6,12
37289.0,9,6,12
37068.0,10,6,12
36554.0,11,6,12
36155.0,12,6,12
35554.0,13,6,12
35180.0,14,6,12
34668.0,15,6,12
34714.0,16,6,12
36275.0,17,6,12
39607.0,18,6,12
39751.0,19,6,12
38976.0,20,6,12
38316.0,21,6,12
37105.0,22,6,12
35346.0,23,6,12
32977.0,0,7,12
30204.0,1,5,12
29096.0,2,5,12
28765.0,3,5,12
28817.0,4,5,12
29617.0,5,5,12
31645.0,6,5,12
34925.0,7,5,12
37218.0,8,5,12
38247.0,9,5,12
39146.0,10,5,12
39746.0,11,5,12
39721.0,12,5,12
39211.0,13,5,12
38558.0,14,5,12
38081.0,15,5,12
37708.0,16,5,12
38972.0,17,5,12
41823.0,18,5,12
41443.0,19,5,12
40516.0,20,5,12
39075.0,21,5,12
36989.0,22,5,12
34351.0,23,5,12
31627.0,0,6,12
31938.0,1,4,12
31084.0,2,4,12
30858.0,3,4,12
30916.0,4,4,12
31621.0,5,4,12
33863.0,6,4,12
37996.0,7,4,12
39896.0,8,4,12
39451.0,9,4,12
38729.0,10,4,12
38171.0,11,4,12
37493.0,12,4,12
36723.0,13,4,12
36466.0,14,4,12
36458.0,15,4,12
36676.0,16,4,12
38564.0,17,4,12
41123.0,18,4,12
41201.0,19,4,12
40480.0,20,4,12
39810.0,21,4,12
38154.0,22,4,12
35309.0,23,4,12
32366.0,0,5,12
27466.0,1,3,12
26610.0,2,3,12
26493.0,3,3,12
26906.0,4,3,12
28049.0,5,3,12
30584.0,6,3,12
35067.0,7,3,12
37420.0,8,3,12
37741.0,9,3,12
37500.0,10,3,12
37496.0,11,3,12
37196.0,12,3,12
36754.0,13,3,12
36278.0,14,3,12
35990.0,15,3,12
36173.0,16,3,12
38077.0,17,3,12
41632.0,18,3,12
42035.0,19,3,12
41594.0,20,3,12
41010.0,21,3,12
39447.0,22,3,12
36751.0,23,3,12
33816.0,0,4,12
27811.0,1,2,12
26964.0,2,2,12
26593.0,3,2,12
26603.0,4,2,12
27273.0,5,2,12
29280.0,6,2,12
32881.0,7,2,12
34743.0,8,2,12
35303.0,9,2,12
35547.0,10,2,12
35476.0,11,2,12
35125.0,12,2,12
34621.0,13,2,12
34234.0,14,2,12
33857.0,15,2,12
33922.0,16,2,12
35700.0,17,2,12
38077.0,18,2,12
38005.0,19,2,12
37360.0,20,2,12
36328.0,21,2,12
34653.0,22,2,12
31992.0,23,2,12
29231.0,0,3,12
26033.0,1,1,12
25077.0,2,1,12
24622.0,3,1,12
24558.0,4,1,12
24835.0,5,1,12
25490.0,6,1,12
26579.0,7,1,12
27481.0,8,1,12
28946.0,9,1,12
30111.0,10,1,12
30685.0,11,1,12
30720.0,12,1,12
30610.0,13,1,12
30293.0,14,1,12
30111.0,15,1,12
30184.0,16,1,12
31998.0,17,1,12
35356.0,18,1,12
35849.0,19,1,12
35602.0,20,1,12
35077.0,21,1,12
33709.0,22,1,12
31776.0,23,1,12
29514.0,0,2,12
25351.0,1,30,11
24203.0,2,30,11
23571.0,3,30,11
23366.0,4,30,11
23386.0,5,30,11
23956.0,6,30,11
25100.0,7,30,11
26410.0,8,30,11
28219.0,9,30,11
29392.0,10,30,11
29883.0,11,30,11
29850.0,12,30,11
29403.0,13,30,11
28872.0,14,30,11
28699.0,15,30,11
28766.0,16,30,11
29972.0,17,30,11
32110.0,18,30,11
32259.0,19,30,11
31929.0,20,30,11
31536.0,21,30,11
30679.0,22,30,11
29455.0,23,30,11
27594.0,0,1,12
26294.0,1,29,11
25525.0,2,29,11
25200.0,3,29,11
25205.0,4,29,11
25756.0,5,29,11
27032.0,6,29,11
28927.0,7,29,11
30151.0,8,29,11
31385.0,9,29,11
32082.0,10,29,11
32264.0,11,29,11
32258.0,12,29,11
31995.0,13,29,11
31493.0,14,29,11
31129.0,15,29,11
31164.0,16,29,11
32162.0,17,29,11
34437.0,18,29,11
34137.0,19,29,11
33220.0,20,29,11
32390.0,21,29,11
31116.0,22,29,11
29308.0,23,29,11
27103.0,0,30,11
27600.0,1,28,11
26532.0,2,28,11
26036.0,3,28,11
25880.0,4,28,11
26178.0,5,28,11
26861.0,6,28,11
28069.0,7,28,11
29029.0,8,28,11
30248.0,9,28,11
31164.0,10,28,11
31429.0,11,28,11
31307.0,12,28,11
30505.0,13,28,11
29314.0,14,28,11
28429.0,15,28,11
27924.0,16,28,11
28487.0,17,28,11
30182.0,18,28,11
30310.0,19,28,11
30377.0,20,28,11
30514.0,21,28,11
30185.0,22,28,11
29088.0,23,28,11
27596.0,0,29,11
25953.0,1,27,11
24963.0,2,27,11
24599.0,3,27,11
24537.0,4,27,11
25194.0,5,27,11
27230.0,6,27,11
30819.0,7,27,11
33378.0,8,27,11
34229.0,9,27,11
34481.0,10,27,11
34668.0,11,27,11
34463.0,12,27,11
33986.0,13,27,11
33756.0,14,27,11
33488.0,15,27,11
33274.0,16,27,11
34495.0,17,27,11
37169.0,18,27,11
37135.0,19,27,11
36515.0,20,27,11
35634.0,21,27,11
34259.0,22,27,11
32134.0,23,27,11
29632.0,0,28,11
24876.0,1,26,11
23797.0,2,26,11
23431.0,3,26,11
23431.0,4,26,11
24131.0,5,26,11
26375.0,6,26,11
30519.0,7,26,11
32698.0,8,26,11
33004.0,9,26,11
32814.0,10,26,11
32702.0,11,26,11
32385.0,12,26,11
32129.0,13,26,11
32048.0,14,26,11
31910.0,15,26,11
32124.0,16,26,11
33713.0,17,26,11
35947.0,18,26,11
35871.0,19,26,11
35287.0,20,26,11
34381.0,21,26,11
32851.0,22,26,11
30357.0,23,26,11
27836.0,0,27,11
24887.0,1,25,11
24214.0,2,25,11
24056.0,3,25,11
24221.0,4,25,11
25013.0,5,25,11
27284.0,6,25,11
31328.0,7,25,11
33451.0,8,25,11
33559.0,9,25,11
33184.0,10,25,11
32824.0,11,25,11
32212.0,12,25,11
31748.0,13,25,11
31488.0,14,25,11
31037.0,15,25,11
30904.0,16,25,11
32323.0,17,25,11
34896.0,18,25,11
35030.0,19,25,11
34407.0,20,25,11
33535.0,21,25,11
31818.0,22,25,11
29340.0,23,25,11
26706.0,0,26,11
25475.0,1,24,11
24418.0,2,24,11
23927.0,3,24,11
23655.0,4,24,11
23705.0,5,24,11
24216.0,6,24,11
25186.0,7,24,11
26025.0,8,24,11
27213.0,9,24,11
27710.0,10,24,11
27748.0,11,24,11
27470.0,12,24,11
27107.0,13,24,11
26667.0,14,24,11
26259.0,15,24,11
26375.0,16,24,11
27920.0,17,24,11
31245.0,18,24,11
31751.0,19,24,11
31586.0,20,24,11
31165.0,21,24,11
29931.0,22,24,11
28301.0,23,24,11
26247.0,0,25,11
25783.0,1,23,11
24842.0,2,23,11
24490.0,3,23,11
24449.0,4,23,11
24759.0,5,23,11
25707.0,6,23,11
27107.0,7,23,11
28503.0,8,23,11
30191.0,9,23,11
31127.0,10,23,11
31283.0,11,23,11
30902.0,12,23,11
30192.0,13,23,11
29465.0,14,23,11
28831.0,15,23,11
28718.0,16,23,11
30098.0,17,23,11
33032.0,18,23,11
33088.0,19,23,11
32511.0,20,23,11
31679.0,21,23,11
30696.0,22,23,11
29038.0,23,23,11
27142.0,0,24,11
24611.0,1,22,11
23551.0,2,22,11
23090.0,3,22,11
22896.0,4,22,11
23338.0,5,22,11
25234.0,6,22,11
29125.0,7,22,11
31698.0,8,22,11
32361.0,9,22,11
32652.0,10,22,11
32741.0,11,22,11
32606.0,12,22,11
32242.0,13,22,11
32247.0,14,22,11
32074.0,15,22,11
32159.0,16,22,11
33320.0,17,22,11
35001.0,18,22,11
34671.0,19,22,11
33720.0,20,22,11
32782.0,21,22,11
31519.0,22,22,11
29740.0,23,22,11
27565.0,0,23,11
25644.0,1,21,11
24723.0,2,21,11
24478.0,3,21,11
24468.0,4,21,11
25120.0,5,21,11
27267.0,6,21,11
31279.0,7,21,11
33445.0,8,21,11
33539.0,9,21,11
33441.0,10,21,11
33285.0,11,21,11
32988.0,12,21,11
32539.0,13,21,11
32487.0,14,21,11
32159.0,15,21,11
32406.0,16,21,11
33707.0,17,21,11
35483.0,18,21,11
35265.0,19,21,11
34544.0,20,21,11
33476.0,21,21,11
31746.0,22,21,11
29322.0,23,21,11
26604.0,0,22,11
26056.0,1,20,11
25158.0,2,20,11
24862.0,3,20,11
24962.0,4,20,11
25710.0,5,20,11
28009.0,6,20,11
32154.0,7,20,11
33954.0,8,20,11
33885.0,9,20,11
33226.0,10,20,11
32815.0,11,20,11
32381.0,12,20,11
31729.0,13,20,11
31452.0,14,20,11
31084.0,15,20,11
30951.0,16,20,11
31842.0,17,20,11
34914.0,18,20,11
35136.0,19,20,11
34660.0,20,20,11
33935.0,21,20,11
32378.0,22,20,11
29991.0,23,20,11
27626.0,0,21,11
26840.0,1,19,11
26097.0,2,19,11
25850.0,3,19,11
26006.0,4,19,11
32332.0,5,19,11
29003.0,6,19,11
32856.0,7,19,11
34639.0,8,19,11
34544.0,9,19,11
34150.0,10,19,11
33850.0,11,19,11
33506.0,12,19,11
33062.0,13,19,11
33080.0,14,19,11
32932.0,15,19,11
33103.0,16,19,11
34434.0,17,19,11
36383.0,18,19,11
36369.0,19,19,11
35677.0,20,19,11
34691.0,21,19,11
32841.0,22,19,11
30192.0,23,19,11
27595.0,0,20,11
25032.0,1,18,11
24352.0,2,18,11
23932.0,3,18,11
24010.0,4,18,11
24683.0,5,18,11
26803.0,6,18,11
30880.0,7,18,11
33240.0,8,18,11
33742.0,9,18,11
33712.0,10,18,11
33678.0,11,18,11
33281.0,12,18,11
32879.0,13,18,11
32600.0,14,18,11
32170.0,15,18,11
32114.0,16,18,11
33492.0,17,18,11
36603.0,18,18,11
36718.0,19,18,11
36238.0,20,18,11
35281.0,21,18,11
33589.0,22,18,11
31059.0,23,18,11
28550.0,0,19,11
24445.0,1,17,11
23469.0,2,17,11
22839.0,3,17,11
22582.0,4,17,11
22569.0,5,17,11
23030.0,6,17,11
23918.0,7,17,11
24954.0,8,17,11
26750.0,9,17,11
28234.0,10,17,11
29046.0,11,17,11
29381.0,12,17,11
29466.0,13,17,11
29338.0,14,17,11
29185.0,15,17,11
29514.0,16,17,11
30909.0,17,17,11
32615.0,18,17,11
32605.0,19,17,11
32160.0,20,17,11
31396.0,21,17,11
30056.0,22,17,11
28336.0,23,17,11
26472.0,0,18,11
23945.0,1,16,11
22863.0,2,16,11
22238.0,3,16,11
21939.0,4,16,11
21962.0,5,16,11
22635.0,6,16,11
23919.0,7,16,11
25332.0,8,16,11
27463.0,9,16,11
29150.0,10,16,11
29961.0,11,16,11
30235.0,12,16,11
30071.0,13,16,11
29815.0,14,16,11
29699.0,15,16,11
29778.0,16,16,11
30797.0,17,16,11
32133.0,18,16,11
31842.0,19,16,11
31194.0,20,16,11
30473.0,21,16,11
29492.0,22,16,11
27872.0,23,16,11
26082.0,0,17,11
24261.0,1,15,11
23300.0,2,15,11
22916.0,3,15,11
22955.0,4,15,11
23594.0,5,15,11
25590.0,6,15,11
29498.0,7,15,11
31453.0,8,15,11
31756.0,9,15,11
31725.0,10,15,11
31826.0,11,15,11
31388.0,12,15,11
30801.0,13,15,11
30585.0,14,15,11
30326.0,15,15,11
29940.0,16,15,11
30731.0,17,15,11
33174.0,18,15,11
33036.0,19,15,11
32134.0,20,15,11
31163.0,21,15,11
29873.0,22,15,11
27963.0,23,15,11
25805.0,0,16,11
25742.0,1,14,11
24901.0,2,14,11
24571.0,3,14,11
24577.0,4,14,11
25184.0,5,14,11
27369.0,6,14,11
31290.0,7,14,11
33050.0,8,14,11
32975.0,9,14,11
32574.0,10,14,11
32280.0,11,14,11
31937.0,12,14,11
31468.0,13,14,11
31231.0,14,14,11
30758.0,15,14,11
30570.0,16,14,11
31302.0,17,14,11
33543.0,18,14,11
33331.0,19,14,11
33025.0,20,14,11
32724.0,21,14,11
31177.0,22,14,11
28718.0,23,14,11
26088.0,0,15,11
24117.0,1,13,11
23073.0,2,13,11
22615.0,3,13,11
22565.0,4,13,11
23033.0,5,13,11
25015.0,6,13,11
28950.0,7,13,11
31334.0,8,13,11
32031.0,9,13,11
32317.0,10,13,11
32648.0,11,13,11
32677.0,12,13,11
32361.0,13,13,11
32129.0,14,13,11
31914.0,15,13,11
31888.0,16,13,11
32755.0,17,13,11
35421.0,18,13,11
35561.0,19,13,11
35026.0,20,13,11
34108.0,21,13,11
32477.0,22,13,11
30076.0,23,13,11
27631.0,0,14,11
23133.0,1,12,11
22049.0,2,12,11
21614.0,3,12,11
21367.0,4,12,11
21902.0,5,12,11
23840.0,6,12,11
27650.0,7,12,11
30258.0,8,12,11
31091.0,9,12,11
31577.0,10,12,11
32024.0,11,12,11
32177.0,12,12,11
32086.0,13,12,11
32245.0,14,12,11
32153.0,15,12,11
32320.0,16,12,11
33554.0,17,12,11
35122.0,18,12,11
34810.0,19,12,11
33956.0,20,12,11
32945.0,21,12,11
31113.0,22,12,11
28516.0,23,12,11
25890.0,0,13,11
22287.0,1,11,11
21450.0,2,11,11
20975.0,3,11,11
20878.0,4,11,11
21304.0,5,11,11
22901.0,6,11,11
26277.0,7,11,11
28936.0,8,11,11
30438.0,9,11,11
31721.0,10,11,11
32166.0,11,11,11
32357.0,12,11,11
32325.0,13,11,11
32151.0,14,11,11
31739.0,15,11,11
31420.0,16,11,11
32239.0,17,11,11
34564.0,18,11,11
34278.0,19,11,11
33402.0,20,11,11
32304.0,21,11,11
30573.0,22,11,11
27770.0,23,11,11
25061.0,0,12,11
22401.0,1,10,11
21350.0,2,10,11
20788.0,3,10,11
20466.0,4,10,11
20476.0,5,10,11
20870.0,6,10,11
21646.0,7,10,11
22425.0,8,10,11
24090.0,9,10,11
25373.0,10,10,11
25954.0,11,10,11
26189.0,12,10,11
26245.0,13,10,11
26160.0,14,10,11
25994.0,15,10,11
26172.0,16,10,11
27388.0,17,10,11
29840.0,18,10,11
30065.0,19,10,11
29500.0,20,10,11
28714.0,21,10,11
27337.0,22,10,11
25587.0,23,10,11
23662.0,0,11,11
24259.0,1,9,11
23251.0,2,9,11
22764.0,3,9,11
22535.0,4,9,11
22765.0,5,9,11
23477.0,6,9,11
24664.0,7,9,11
25909.0,8,9,11
27393.0,9,9,11
28075.0,10,9,11
28131.0,11,9,11
27766.0,12,9,11
27219.0,13,9,11
26655.0,14,9,11
26116.0,15,9,11
26036.0,16,9,11
27056.0,17,9,11
29780.0,18,9,11
29663.0,19,9,11
29115.0,20,9,11
28348.0,21,9,11
27285.0,22,9,11
25819.0,23,9,11
